Article Name,Description,Link
Bob Lemon,A below-average MLB hitter suddenly gets put on pitching duty after other players said he was good at it when they fought in World War II together. Now he's in the Hall of Fame.,https://en.wikipedia.org/wiki/Bob_Lemon
Jeffrey Maier,The twelve-year-old who helped the Yankees win the pennant.,https://en.wikipedia.org/wiki/Jeffrey_Maier
Mendoza Line,Baseball's standard for underperformance.,https://en.wikipedia.org/wiki/Mendoza_Line
Eric Moussambani,A swimmer from Equatorial Guinea in the 2000 Summer Olympics whose time in the 100m freestyle was seven seconds behind the winner - of the 200m freestyle.,https://en.wikipedia.org/wiki/Eric_Moussambani
José Offerman,Former baseball player who is most remembered for charging the mound with a bat in one game and attempting to punch an umpire in another.,https://en.wikipedia.org/wiki/Jos%C3%A9_Offerman
Fuahea Semi,As though being a luger from Tonga wasn't unusual enough he tricked the world's media and the International Luge Federation for more than two years into believing that he bore the same name as a German lingerie firm.,https://en.wikipedia.org/wiki/Bruno_Banani_(luger)
Sturla Snær Snorrason,An Icelandic alpine skier who (as of October 2018) has competed in 1 Olympic Games and 2 World Championships but has yet to finish a single race.,https://en.wikipedia.org/wiki/Sturla_Sn%C3%A6r_Snorrason
Elizabeth Swaney,A Hungarian-American freestyle skier who competed at the halfpipe event at the 2018 Winter Olympics despite being incapable of performing basic tricks.,https://en.wikipedia.org/wiki/Elizabeth_Swaney
Taro Tsujimoto,An imaginary ice hockey player drafted because a manager was reportedly fed up with the slow drafting process via the telephone.,https://en.wikipedia.org/wiki/Taro_Tsujimoto
L. W. Wright,Racing driver and confidence trickster who is often referred to as the D. B. Cooper of NASCAR. Competed in one career race attempted to qualify for the next race and then disappeared for a full 40 years.,https://en.wikipedia.org/wiki/L._W._Wright
Atlanta Black Crackers,A Negro League baseball team named like many others after a local white baseball team but in this case the Atlanta Crackers were named after a racial nickname.,https://en.wikipedia.org/wiki/Atlanta_Black_Crackers
Baltimore Colts relocation to Indianapolis,How an entire NFL team relocated to another city overnight.,https://en.wikipedia.org/wiki/Baltimore_Colts_relocation_to_Indianapolis
East Africa rugby union team,Did this rugby team really select a future dictator to play for them?,https://en.wikipedia.org/wiki/East_Africa_rugby_union_team
FC Cuntum,A club based in the Cuntum Madina district of Bissau.,https://en.wikipedia.org/wiki/FC_Cuntum
FC Slutsk,How a group of Australians brought worldwide fame to this modest Belarusian football club.,https://en.wikipedia.org/wiki/FC_Slutsk
Jamaican bobsled team,The real life inspiration for the film Cool Runnings.,https://en.wikipedia.org/wiki/Jamaica_national_bobsleigh_team
London Rippers,A Canadian independent league baseball team that modeled its logo and mascot after Jack the Ripper. Local feminists were not amused but Rush Limbaugh came to the team's defense.,https://en.wikipedia.org/wiki/London_Rippers
Mongolia national baseball team,They've only scored 3 runs at the Asian Games. Without ever finishing a game because of the mercy rule.,https://en.wikipedia.org/wiki/Mongolia_national_baseball_team
Oorang Indians,An all-Native American National Football League team put together as a marketing gimmick to sell Airedale Terriers and known more for its halftime dog shows than for its football play.,https://en.wikipedia.org/wiki/Oorang_Indians
Sark national football team,Also known as The Bad Lions the only national team that failed to ever score a goal.,https://en.wikipedia.org/wiki/Sark_football_team
Sealand national football team,The football team of a micronation with a permanent population of 2.,https://en.wikipedia.org/wiki/Sealand_national_football_team
Somalia national bandy team,The only African national bandy team is seated in Sweden.,https://en.wikipedia.org/wiki/Somalia_national_bandy_team
Steagles,Sports teams get relocated all the time (especially in the NFL) but what if they had mergers? Wartime conscription during World War II forced the Pittsburgh Steelers to do exactly that. Twice.,https://en.wikipedia.org/wiki/Steagles
Tropical nations at the Winter Olympics,More than just Jamaican bobsledders.,https://en.wikipedia.org/wiki/Tropical_nations_at_the_Winter_Olympics
Windsor Swastikas,A Canadian ice hockey team with a well-known logo.,https://en.wikipedia.org/wiki/Windsor_Swastikas
Vatican City national football team,The squad makes up more than 2 percent of the national population.,https://en.wikipedia.org/wiki/Vatican_City_national_football_team
The Game,A mind game in which players try not to think about The Game – which means that by reading this you just lost The Game.,https://en.wikipedia.org/wiki/The_Game_(mind_game)
Blood-vomiting game,Go is serious business.,https://en.wikipedia.org/wiki/Blood-vomiting_game
Bongcloud Attack,An explanation of why 2. Ke2 is the height of modern chess theory.,https://en.wikipedia.org/wiki/Bongcloud_Attack
Ghettopoly,An unauthorized version of Monopoly that played on black and other stereotypes. The NAACP was not amused.,https://en.wikipedia.org/wiki/Ghettopoly
Human chess,Enacted by costumed pieces on a scaled-up chessboard.,https://en.wikipedia.org/wiki/Human_chess
Kanchō,A Japanese children's game that simulates anal probing.,https://en.wikipedia.org/wiki/Kanch%C5%8D
Kasparov versus the World,The greatest game in the history of chess per Kasparov. His opponent suffered from flame wars poor chess software and accusations of ballot stuffing.,https://en.wikipedia.org/wiki/Kasparov_versus_the_World
List of games that Buddha would not play,What would Buddha do? None of these apparently.,https://en.wikipedia.org/wiki/List_of_games_that_Buddha_would_not_play
Modern Defense Monkey's Bum,Even if not the best chess opening probably the best named.,https://en.wikipedia.org/wiki/Modern_Defense,_Monkey%27s_Bum
Mornington Crescent (game),A deceptively tricky game of navigating the London Underground—don't be caught in Nidd!,https://en.wikipedia.org/wiki/Mornington_Crescent_(game)
Poole versus HAL 9000,I'm sorry Frank I think you missed it...,https://en.wikipedia.org/wiki/Poole_versus_HAL_9000
Potato race,On foot a tame activity for children. On horseback a chaotic no-holds-barred blood sport where anything goes–except biting.,https://en.wikipedia.org/wiki/Potato_race
Taikyoku shogi,Japanese 'ultimate chess' with over 400 pieces per side.,https://en.wikipedia.org/wiki/Taikyoku_shogi
The Turk,An 18th century chess computer which turned out to be a hoax.,https://en.wikipedia.org/wiki/File:Featured_article_star.svg
USA Rock Paper Scissors League,Organised finger sport.,https://en.wikipedia.org/wiki/USA_Rock_Paper_Scissors_League
War on Terror the Board Game,A boardgame satire of the real War on Terror that has proved so popular it has ended up in national museums in a TV sitcom as part of a military training simulation and as a teaching aid in higher education institutions.,https://en.wikipedia.org/wiki/War_on_Terror_(game)
1593 transported soldier legend,Folk legend of a soldier who fell asleep in Manila and woke up in Mexico City.,https://en.wikipedia.org/wiki/1593_transported_soldier_legend
Bird people,The widely recurring motif in legends and fiction of birds who are people or people who are birds.,https://en.wikipedia.org/wiki/List_of_avian_humanoids
Behind the sofa,Where young British children hid from menacing scenes in sci-fi TV now recalled humorously and nostalgically by British adults.,https://en.wikipedia.org/wiki/Behind_the_sofa
Bigfoot trap,Believed to be the world's only Bigfoot trap.,https://en.wikipedia.org/wiki/Bigfoot_trap
Brites de Almeida,A legendary 12-fingered Portuguese baker who baked a group of Castilian soldiers in her oven as part of the fight for Portuguese independence.,https://en.wikipedia.org/wiki/Brites_de_Almeida
Cottingley Fairies,A successful photographic hoax in 1910s England which fooled Arthur Conan Doyle.,https://en.wikipedia.org/wiki/File:Featured_article_star.svg
Count of St. Germain,The original Tommy Wiseau an eighteenth century polymath who made a number of contradictory claims about his origins including that he was 500 years old. People have also claimed he is an important theosophical figure who many have claimed to have met years after his supposed death in 1784.,https://en.wikipedia.org/wiki/Count_of_St._Germain
Cynocephaly,A half-werewolf? Who knows?,https://en.wikipedia.org/wiki/Cynocephaly
Easter Bilby,How do you have an Easter Bunny in a country that has had a bad experience with rabbits? With an Easter Bilby of course!,https://en.wikipedia.org/wiki/Easter_Bilby
Faxlore,Forms of folklore circulated via fax machine.,https://en.wikipedia.org/wiki/Faxlore
Flying ointment,A hallucinogenic ointment said to be used by witches in the Early Modern period.,https://en.wikipedia.org/wiki/Flying_ointment
Global Orgasm,Make love not war... all over the world!,https://en.wikipedia.org/wiki/Global_Orgasm
Headless men,The most unknown yet bizarre and intriguing humanoid monsters in European mythology. Possibly more famous nowadays for having a cameo in Scooby-Doo! Mystery Incorporated.,https://en.wikipedia.org/wiki/Headless_men
Headless Mule,They've got fire in place of their heads. Because regular mules are for weak people.,https://en.wikipedia.org/wiki/Headless_Mule
Kaspar Hauser,A German youth who claimed to have grown up in the total isolation of a darkened cell and was once thought to be linked to the princely House of Baden.,https://en.wikipedia.org/wiki/Kaspar_Hauser
Icelandic Elf School,Possibly the only school granting elf-spotting degrees. (Though certificates are also available from John Oliver.),https://en.wikipedia.org/wiki/Icelandic_Elf_School
Josiah S. Carberry,An expert on cracked pots and one of only three fictional people to have won the Ig Nobel Prize.,https://en.wikipedia.org/wiki/Josiah_S._Carberry
Liver-Eating Johnson,A 19th-century mountain man with a penchant for revenge and the consumption of livers.,https://en.wikipedia.org/wiki/Liver-Eating_Johnson
Machine elf,An entity that people claim they become aware of after having taken tryptamine based psychedelic drugs such as DMT.,https://en.wikipedia.org/wiki/Machine_elf
Man-eating tree,Hoaxes and unsubstantiated reports in Madagascar and elsewhere.,https://en.wikipedia.org/wiki/Man-eating_tree
Mapinguari,A cyclops in the Amazon rainforest.,https://en.wikipedia.org/wiki/Mapinguari
Mari Lwyd,It's all fun and games until the horse skull comes knocking on your door.,https://en.wikipedia.org/wiki/Mari_Lwyd
Monkey-man of New Delhi,Reports in 2001 of a strange monkey-like creature appearing in New Delhi at night and attacking people.,https://en.wikipedia.org/wiki/Monkey-man_of_New_Delhi
Nightmarchers,One of the coolest creatures in Hawaiian folklore a group of ghost warriors from the past that walk throughout the island armed with oceanic weapons.,https://en.wikipedia.org/wiki/Nightmarchers
Panotti,And you thought you had atypically large ears.,https://en.wikipedia.org/wiki/Panotti
Phantom social workers,Mysterious claims of social workers seeking to abduct infants and children.,https://en.wikipedia.org/wiki/Phantom_social_workers
Proverbs commonly attributed to be Chinese,...although they're probably not.,https://en.wikipedia.org/wiki/Proverbs_commonly_attributed_to_be_Chinese
Reptilian humanoid,A recurring theme in fiction especially science fiction pseudoscientific theories and conspiracy theories.,https://en.wikipedia.org/wiki/Reptilian_humanoid
Rods,Photographic anomalies which some think are undiscovered flying creatures or miniature UFOs.,https://en.wikipedia.org/wiki/Rod_(cryptozoology)
Russian reversal,In Soviet Russia Wikipedia edits YOU!,https://en.wikipedia.org/wiki/Russian_reversal
Spring Heeled Jack,A mysterious character said to have existed in England during the Victorian age.,https://en.wikipedia.org/wiki/Spring_Heeled_Jack
Telling the bees,An alternative explanation for the declining bee population.,https://en.wikipedia.org/wiki/Telling_the_bees
Titivillus,The patron demon of scribes responsible for many errors.,https://en.wikipedia.org/wiki/Titivillus
Tsukumogami,According to Japanese folklore if you keep your straw sandals (or any other household items) around for 100 years they may become alive and aware and develop eyes and sharp teeth.,https://en.wikipedia.org/wiki/Tsukumogami
Vagina dentata,The tooth and nothing but the hole tooth.,https://en.wikipedia.org/wiki/Vagina_dentata
Vampire pumpkins and watermelons,A folk legend from the Balkan peninsula of south-eastern Europe based upon the idea that any inanimate object left outside during the night of a full moon will become a vampire.,https://en.wikipedia.org/wiki/Vampire_pumpkins_and_watermelons
Vril,A belief that aliens controlled Nazi Germany and helped Hitler and others to escape to the South Pole when the war was lost.,https://en.wikipedia.org/wiki/Vril
Well to Hell,A 9-mile (14 km) borehole drilled by Soviet scientists uncovers the sounds of millions of damned souls. Hot stuff.,https://en.wikipedia.org/wiki/Well_to_Hell_hoax
Witch window,A superstitious practice in the State of Vermont to prevent witches from flying through open windows at night.,https://en.wikipedia.org/wiki/Witch_window
Bonnacon,A mythical ox which flings burning dung at its enemies from its rear and horn.,https://en.wikipedia.org/wiki/Bonnacon
Cattle mutilation,The alleged killing and subsequent mutilation of cattle sheep or horses by unknown perpetrators. Some say they may be aliens.,https://en.wikipedia.org/wiki/Cattle_mutilation
Chupacabra,A legendary creature in the folklore of parts of the Americas generally reported in Latin America that preys on livestock.,https://en.wikipedia.org/wiki/Chupacabra
Dog spinning,Do Bulgarians really twizzle their domestic canines to foretell prosperity? The British Green Party thinks so and they're not happy about it.,https://en.wikipedia.org/wiki/Dog_spinning
Cynocephaly,A kind of human-wolf hybrid where only the head is dog-like.,https://en.wikipedia.org/wiki/Cynocephaly
Drop bear,A fictitious Australian marsupial supposedly related to the koala.,https://en.wikipedia.org/wiki/Drop_bear
Fearsome critters,North American lumberjack folklore with Axhandle hounds and jackalopes.,https://en.wikipedia.org/wiki/Fearsome_critters
Flying pig,The classic impossibility has been officially proved possible by the Internet Engineering Task Force: With sufficient thrust pigs fly just fine.,https://en.wikipedia.org/wiki/Flying_pig
Gef the talking mongoose,A poltergeist-like creature which claimed to have been an 80-year-old Indian mongoose alleged to have haunted a Manx cottage during the 1930s.,https://en.wikipedia.org/wiki/Gef_the_talking_mongoose
Humanzee,A hypothetical(?) human/chimpanzee hybrid.,https://en.wikipedia.org/wiki/Humanzee
Jersey Devil,A mythological creature said to inhabit the New Jersey Pine Barrens.,https://en.wikipedia.org/wiki/Jersey_Devil
Liver bird,A legendary cormorant or eagle that is the symbol of a major English city.,https://en.wikipedia.org/wiki/Liver_bird
Living entombed animal,Tales of toads and other creatures supposedly remaining alive encased in stone.,https://en.wikipedia.org/wiki/Living_entombed_animal
Lluvia de Peces,It's raining fish in Honduras.,https://en.wikipedia.org/wiki/Lluvia_de_Peces
Mamlambo,One of the most interesting beasts in Zulu folklore.,https://en.wikipedia.org/wiki/Mamlambo
Mongolian death worm,A large bright red worm that kills using acid and electrical discharges – allegedly.,https://en.wikipedia.org/wiki/Mongolian_death_worm
Montauk Monster,Actually a decaying raccoon... or is it?,https://en.wikipedia.org/wiki/Montauk_Monster
Pacific Northwest Tree Octopus,An endangered creature whose major predator is the sasquatch. Apparently.,https://en.wikipedia.org/wiki/Pacific_Northwest_Tree_Octopus
Phantom kangaroos,They're not just found in Australia.,https://en.wikipedia.org/wiki/Phantom_kangaroos
Popobawa,A bat-winged monster from Zanzibar said to sodomize people during election campaigns.,https://en.wikipedia.org/wiki/Popobawa
Pig-faced women,A lesson never to compare a person's children to pigs when pregnant lest you be cursed.,https://en.wikipedia.org/wiki/File:Featured_article_star.svg
Rat king,Not the rodent monarch familiar from The Nutcracker but a rare (some say nonexistent) phenomenon in which a group of rats grow up with their tails tangled in a knot.,https://en.wikipedia.org/wiki/Rat_king_(folklore)
Rhinogradentia,A fictitious mammal order documented by an equally fictitious German naturalist.,https://en.wikipedia.org/wiki/Rhinogradentia
Sea monk,An aquatic hallelujah.,https://en.wikipedia.org/wiki/Sea_monk
Sidehill gouger,Fictional creatures said to inhabit the Rocky Mountains of British Columbia and the southwestern sandhills of Saskatchewan.,https://en.wikipedia.org/wiki/Sidehill_gouger
Spherical cow,Consider a spherical cow in a vacuum...,https://en.wikipedia.org/wiki/Spherical_cow
Vegetable Lamb of Tartary,Money might not grow on trees but maybe sheep do.,https://en.wikipedia.org/wiki/Vegetable_Lamb_of_Tartary
Bagism,A social ideology created by the Beatle John Lennon and his wife Yoko Ono which involves wearing a bag over one's entire body to promote peace and equality.,https://en.wikipedia.org/wiki/Bagism
Banned in Boston,Boston now has a reputation as a liberal city but it wasn't always so ...,https://en.wikipedia.org/wiki/Banned_in_Boston
Beard Liberation Front,A British interest group which campaigns in support of beards and opposes discrimination against those who wear them.,https://en.wikipedia.org/wiki/Beard_Liberation_Front
Biotic Baking Brigade,Pie-throwing anarchists.,https://en.wikipedia.org/wiki/Biotic_Baking_Brigade
Birth tourism,Going on vacation to get a different citizenship for the child.,https://en.wikipedia.org/wiki/Birth_tourism
Celso Daniel,A city mayor in Brazil who was allegedly assassinated in 2002 by criminals but many people say that he was murdered for political reasons. Within five years seven witnesses were found dead. To this day the case remains unsolved.,https://en.wikipedia.org/wiki/Celso_Daniel
Frank Chu,All he wants is royalties for being featured in a real life soap opera broadcast in 12 galaxies – or was it 785249000000000?,https://en.wikipedia.org/wiki/Frank_Chu
Correspondence between the Ottoman sultan and the Cossacks,Amongst other insults and profanity it supposedly told Sultan Mehmed IV of the Ottoman Empire to fuck his mother.,https://en.wikipedia.org/wiki/Correspondence_between_the_Ottoman_sultan_and_the_Cossacks
Crypt of Civilization,A time capsule not to be opened before 8113 A.D.,https://en.wikipedia.org/wiki/Crypt_of_Civilization
Cutting in line,How rude!,https://en.wikipedia.org/wiki/Cutting_in_line
Escalator etiquette,Which side are you on?,https://en.wikipedia.org/wiki/Escalator_etiquette
Fat men's club,Social clubs for the weightiest members of society.,https://en.wikipedia.org/wiki/Fat_men%27s_club
Fedspeak,A deliberately confusing carefully rehearsed cryptic language whose delphic dialect is used to effectively prevent the understanding of Fed policy.,https://en.wikipedia.org/wiki/Fedspeak
Georgia Guidestones,A granite monument commissioned to help guide humanity which became the subject of conspiracy theories and the target of a bomber.,https://en.wikipedia.org/wiki/Georgia_Guidestones
Guerrilla gardening,Quick... torch on... plant those carrots!,https://en.wikipedia.org/wiki/Guerrilla_gardening
Go Topless Day,A day to advocate topfreedom for women,https://en.wikipedia.org/wiki/Go_Topless_Day
He never married,A euphemism often used in mid-20th century obituaries in United Kingdom for LGBT men.,https://en.wikipedia.org/wiki/He_never_married
Japanese adult adoption,The vast majority of adoptees in Japan are childless adult males adopted by families needing a strong heir or a male successor for their businesses.,https://en.wikipedia.org/wiki/Japanese_adult_adoption
Elizabeth Klarer,A 20th century Afrikaner woman who claimed that she dated an extraterrestrial being and gave birth to a little alien. She would later elaborate on this and other alien encounters in two books authored by her.,https://en.wikipedia.org/wiki/Elizabeth_Klarer
Let's trim our hair in accordance with the socialist lifestyle,A television show produced by the communist government of North Korea intended to educate the public on good and bad hairstyles.,https://en.wikipedia.org/wiki/Let%27s_trim_our_hair_in_accordance_with_the_socialist_lifestyle
Long-term nuclear waste warning messages,How do you warn people to stay away from nuclear waste repositories in a way that will be understandable 10000 years from now?,https://en.wikipedia.org/wiki/Long-term_nuclear_waste_warning_messages
Man of the Hole,The last survivor of an uncontacted tribe in Brazil and arguably the world's loneliest person.,https://en.wikipedia.org/wiki/Man_of_the_Hole
Mitsuyasu Maeno,Actor in porn movies and yakuza member.,https://en.wikipedia.org/wiki/Mitsuyasu_Maeno
Đorđe Martinović incident,How the insertion of a beer bottle into the rectum of a Serbian farmer caused a major ethnic and political controversy in Serbia in 1985 and contributed to the collapse of Yugoslavia.,https://en.wikipedia.org/wiki/%C4%90or%C4%91e_Martinovi%C4%87_incident
Montreal–Philippines cutlery controversy,A 7-year-old boy's eating habits became an international incident.,https://en.wikipedia.org/wiki/Montreal%E2%80%93Philippines_cutlery_controversy
Neturei Karta,An international organization of Orthodox Jews that oppose Israel.,https://en.wikipedia.org/wiki/Neturei_Karta
Olim L'Berlin,A Facebook page that urged Israelis to move to Germany by comparing prices of a popular Milky pudding.,https://en.wikipedia.org/wiki/Olim_L%27Berlin
Emperor Norton,Emperor Norton I the man who claimed to be Emperor of the United States and Protector of Mexico in 1859.,https://en.wikipedia.org/wiki/Emperor_Norton
Panty tree,Trees covered in various articles of clothing cast off by ski lift passengers.,https://en.wikipedia.org/wiki/Panty_tree
Pink Pistols,They're here they're queer – and they're armed to the teeth.,https://en.wikipedia.org/wiki/Pink_Pistols
Pole and Hungarian brothers be,A two-nation proverb often cited usually while drinking in both Poland and Hungary.,https://en.wikipedia.org/wiki/Pole_and_Hungarian_brothers_be
Sentinelese,An autonomous stone-age human tribe which completely avoids contact with the outside world.,https://en.wikipedia.org/wiki/Sentinelese
Socialist Patients' Collective,An organization that charged that diseases were caused by capitalism.,https://en.wikipedia.org/wiki/Socialist_Patients%27_Collective
Alejo Garza Tamez,A Mexican businessman who became famous for confronting drug dealers trying to siege and take over his house. He died in the conflict but his story made headlines across the world.,https://en.wikipedia.org/wiki/Alejo_Garza_Tamez
Vesna Vulović,A Serbian flight attendant who became famous for surviving the highest fall without the use of parachutes.,https://en.wikipedia.org/wiki/File:Featured_article_star.svg
1803 Gatton by-election,Two candidates only one ballot cast in this by-election in one of the UK's most notorious rotten boroughs of the early 19th century.,https://en.wikipedia.org/wiki/1803_Gatton_by-election
1927 Liberian general election,The most fraudulent election in recorded history with a turnout of 1680%.,https://en.wikipedia.org/wiki/1927_Liberian_general_election
2018 Makassar mayoral election,In which Munafri Arifuddin ran unopposed for mayor of Makassar Indonesia won more than 250000 votes and lost.,https://en.wikipedia.org/wiki/2018_Makassar_mayoral_election
Above Znoneofthe,A Canadian politician who changed his name so that people would misread it as none of the above  on the ballot (with the Z added to appear at the end of the list) and pick his name by mistake.,https://en.wikipedia.org/wiki/Above_Znoneofthe
Alaska Mental Health Enabling Act,An apparently innocuous piece of congressional legislation that became the subject of outrageous but widely believed conspiracy theories in 1956.,https://en.wikipedia.org/wiki/Alaska_Mental_Health_Enabling_Act
Animals as electoral candidates,Why be ruled by some monkey when you can get a real chimp rhino or pig into office?,https://en.wikipedia.org/wiki/Animals_as_electoral_candidates
Antanas Mockus,The surprisingly effective mayor of Bogotá Colombia known for civically-targeted publicity pranks.,https://en.wikipedia.org/wiki/Antanas_Mockus
Anarchist Pogo Party of Germany,A satirical party formed in the 1980s. Some of its main objectives include balkanizing Germany legalizing all drugs and creating so-called fuckpooling centers.,https://en.wikipedia.org/wiki/Anarchist_Pogo_Party_of_Germany
Anti-PowerPoint Party,Fighting the overuse of Microsoft Powerpoint in offices since 2011.,https://en.wikipedia.org/wiki/Anti-PowerPoint_Party
Bald–hairy,Russian leadership has alternated between bald and hairy leaders since 1825.,https://en.wikipedia.org/wiki/Bald%E2%80%93hairy
Barack Obama Plaza,A motorway service area in County Tipperary Ireland celebrating the work and Irish heritage of U.S. President Barack Obama.,https://en.wikipedia.org/wiki/Barack_Obama_Plaza
Boris Skossyreff,Russian adventurer who tried to seize the monarchy of Andorra and called himself Boris I of Andorra.,https://en.wikipedia.org/wiki/Boris_Skossyreff
Brown Dog affair,Political scandal that resulted in police protection for the statue of a dog.,https://en.wikipedia.org/wiki/File:Featured_article_star.svg
Bushism,Any of a number of peculiar words phrases pronunciations malapropisms semantic or linguistic errors that have occurred in the public speaking of former United States President George W. Bush.,https://en.wikipedia.org/wiki/Bushism
Bush shoeing incident,An incident where Iraqi journalist Muntadhar al-Zaidi threw a pair of shoes at George W. Bush on December 14th 2008 during a press conference.,https://en.wikipedia.org/wiki/Bush_shoeing_incident
Candy Desk,A desk on the floor of the U.S. Senate has been kept filled with candy since 1968.,https://en.wikipedia.org/wiki/Candy_Desk
Catmando,A cat who was the head of the Official Monster Raving Loony Party.,https://en.wikipedia.org/wiki/Catmando
Charles the Bald,A 9th century emperor of the Carolingian Empire who is depicted in artwork as having a full head of hair.,https://en.wikipedia.org/wiki/Charles_the_Bald
Chief Mouser to the Cabinet Office,An official government position in the United Kingdom.,https://en.wikipedia.org/wiki/File:Featured_article_star.svg
Conch Republic,As a protest against the actions by the United States federal government Key West in Florida seceded from and then declared war on the United States surrendered one minute later and then applied for $1 billion in foreign aid.,https://en.wikipedia.org/wiki/Conch_Republic
Count Binface,An intergalatic warlord and British political candidate (formerly Lord Buckethead).,https://en.wikipedia.org/wiki/Count_Binface
David Rice Atchison,Accidentally President for a day and only found out after his term had ended.,https://en.wikipedia.org/wiki/David_Rice_Atchison
Deez Nuts,A satirical candidate who ran for president during the 2016 U.S. presidential election and polled 10% at his best. In the polls he had defeated other notable candidates such as Harambe Beast Mode Darrell Castle (this one is real) and nearly Jill Stein.,https://en.wikipedia.org/wiki/Deez_Nuts_(politician)
Division of Batman,A former electoral district in Melbourne Australia. And no it wasn't named after the superhero.,https://en.wikipedia.org/wiki/Division_of_Batman
Democracy sausage,Part of Australia's tradition of holding a fundraising sausage sizzle at polling places on election day. Not connected to the observation about similarities between how laws and sausages are made.,https://en.wikipedia.org/wiki/Democracy_sausage
Dewey Defeats Truman,When Thomas E. Dewey was falsely thought to have defeated Harry S. Truman in the 1948 election.,https://en.wikipedia.org/wiki/Dewey_Defeats_Truman
Donald Duck Party,A non-existent political party at occasions among the top ten parties in Swedish parliamentary elections.,https://en.wikipedia.org/wiki/Donald_Duck_Party
Dunwich,Another rotten borough which had almost entirely fallen into the sea over two centuries before it was abolished. Not to be confused with the other Dunwich...,https://en.wikipedia.org/wiki/Dunwich_(UK_Parliament_constituency)
Ed Miliband bacon sandwich photograph,The biggest enemy of British politician - and then Leader of the Opposition - Ed Miliband? A simple bacon sandwich.,https://en.wikipedia.org/wiki/Ed_Miliband_bacon_sandwich_photograph
Eddie Eagle,The National Rifle Association's controversial mascot who is supposed to teach kids gun safety. What you didn't know the NRA had a mascot?,https://en.wikipedia.org/wiki/Eddie_Eagle
Euromyth,Paranoid and imaginative speculations about the bureaucratic excesses of the European Union.,https://en.wikipedia.org/wiki/Euromyth
Four Pests campaign,Mao Zedong's campaign to eliminate all sparrows in China. Helped (in some small way at least) cause the Great Chinese Famine.,https://en.wikipedia.org/wiki/Four_Pests_campaign
George H. W. Bush broccoli comments,The president's strategy for winning the baby vote.,https://en.wikipedia.org/wiki/George_H._W._Bush_broccoli_comments
Glee Club (UK politics),Predating the American television series by some decades one British political party hosts this evening of entertainment in which participants are encouraged to sing rude songs making fun of politicians past and present both in the party and in more general politics.,https://en.wikipedia.org/wiki/Glee_Club_(UK_politics)
Greek Ecologists,A Green party which uses nudity in its political campaigns.,https://en.wikipedia.org/wiki/Greek_Ecologists
Günter Schabowski,A Freudian slip of this East German official started the demolition of the Berlin Wall.,https://en.wikipedia.org/wiki/G%C3%BCnter_Schabowski
H'Angus,A monkey football mascot who was elected mayor of Hartlepool England with a platform of free bananas for all schoolchildren.,https://en.wikipedia.org/wiki/H%27Angus
Harold Holt,He goes swimming and then missing.,https://en.wikipedia.org/wiki/Harold_Holt
Hungarian Two-Tailed Dog Party,The best satirical party in Hungary.,https://en.wikipedia.org/wiki/Hungarian_Two-Tailed_Dog_Party
Ich bin ein Berliner,President Kennedy did not call himself a jelly donut in front of a German audience.,https://en.wikipedia.org/wiki/Ich_bin_ein_Berliner
Ilona Staller,A Hungarian porn star elected to the Italian Parliament.,https://en.wikipedia.org/wiki/Ilona_Staller
Incidents of objects being thrown at politicians,In various countries objects have been thrown at politicians for reasons varying from comedic to harmful with objects from pies to grenades.,https://en.wikipedia.org/wiki/Incidents_of_objects_being_thrown_at_politicians
Jakob Maria Mierscheid,A fictitious politician in the German Bundestag since 1979 originally introduced in the 1920s by Weimar Social Democrats to avoid paying restaurant bills. Discovered the Mierscheid Law.,https://en.wikipedia.org/wiki/Jakob_Maria_Mierscheid
Jimmy Carter Peanut Statue,A statue of a grinning peanut in honor of Jimmy Carter.,https://en.wikipedia.org/wiki/Jimmy_Carter_Peanut_Statue
Jimmy Carter rabbit incident,Former U.S. President Jimmy Carter's scrape with a killer rabbit.,https://en.wikipedia.org/wiki/Jimmy_Carter_rabbit_incident
Jimmy Carter UFO incident,Jimmy Carter's encounter with a UFO. The truth really is out there.,https://en.wikipedia.org/wiki/Jimmy_Carter_UFO_incident
Jón Gnarr,An Icelandic comedian who started the satirical Best Party and became the mayor of Reykjavik.,https://en.wikipedia.org/wiki/J%C3%B3n_Gnarr
John Turmel,With a record of no wins and 100 losses in campaigns since 1979 he's probably the world's least-successful would-be politician.,https://en.wikipedia.org/wiki/John_Turmel
Kasongo Ilunga,A man who spent several months of 2007 as the Minister for Foreign Trade of the Democratic Republic of the Congo – even though he wasn't a real person.,https://en.wikipedia.org/wiki/Kasongo_Ilunga
Ku Klux Klan titles and vocabulary,If you ever find yourself an alien in the Klavern and someone asks AYAK? remember to answer AKIA. Its all CABARK.,https://en.wikipedia.org/wiki/Ku_Klux_Klan_titles_and_vocabulary
Lord Bloody Wog Rolo,Australian political personality and founder of the British Ultra Loyalist League Serving Historical Interests Today (B.U.L.L.…).,https://en.wikipedia.org/wiki/Lord_Bloody_Wog_Rolo
Luke Lea,Former American Senator who tried to kidnap the exiled former Kaiser of Germany in 1919. The plan failed when the Kaiser refused to allow him to visit. He ended up stealing a bronze ashtray instead.,https://en.wikipedia.org/wiki/Luke_Lea_(American_politician,_born_1879)
Legislative violence,Where politicians actively fight for what they believe in.,https://en.wikipedia.org/wiki/Legislative_violence
